Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
F,N,N,0,117000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,62,2,0
M,Y,N,0,900000.0,State servant,Higher education,Married,House / apartment,Accountants,2,64,5,0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,1,0
F,N,Y,2,270000.0,State servant,Higher education,Single / not married,House / apartment,Accountants,3,28,7,1
F,N,Y,2,270000.0,State servant,Higher education,Single / not married,House / apartment,Accountants,3,28,7,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,44,5,0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,0,0
F,N,Y,0,220500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,47,1,0
M,Y,Y,2,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,0,0
M,N,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,33,6,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,41,9,0
M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,4,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,Accountants,4,36,5,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,1,0
F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,Accountants,4,27,2,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,47,3,0
F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,31,0,0
M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,42,10,0
F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,50,19,0
M,N,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,48,3,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,49,16,0
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,0,0
F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,2,0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,9,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,64,0,0
M,N,Y,1,225000.0,Working,Higher education,Single / not married,With parents,Accountants,2,35,4,0
M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,Accountants,2,41,4,0
M,N,N,1,360000.0,Working,Lower secondary,Married,House / apartment,Accountants,3,34,2,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,44,10,0
F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,38,0,0
F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,38,0,1
F,Y,N,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,4,0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,Accountants,1,27,2,0
M,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,38,7,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,Accountants,2,27,1,0
M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,Accountants,4,35,10,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,14,0
F,N,Y,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,22,0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,35,1,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,33,0,0
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,27,8,0
M,Y,N,0,292500.0,Working,Higher education,Married,House / apartment,Accountants,2,49,1,0
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,27,2,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,8,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,31,4,0
M,Y,Y,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,31,7,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,1,0
F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,Accountants,3,44,2,0
F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,Accountants,1,60,35,0
M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,2,0
F,N,Y,0,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,45,1,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,4,0
F,N,N,1,112500.0,Working,Higher education,Married,House / apartment,Accountants,3,29,0,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,50,14,0
F,Y,Y,0,207000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,8,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,4,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,Accountants,3,35,2,0
M,Y,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,43,6,0
M,Y,N,0,112500.0,Commercial associate,Higher education,Married,With parents,Accountants,2,36,1,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,40,0,0
M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,4,37,15,0
F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,3,0
M,N,N,1,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,3,39,11,0
M,N,N,0,180000.0,Working,Higher education,Married,With parents,Accountants,2,36,6,0
M,Y,N,0,427500.0,Working,Higher education,Married,House / apartment,Accountants,2,45,4,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,25,4,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,42,1,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,26,7,0
F,N,N,3,135000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,5,37,2,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,48,0,0
F,N,N,0,90000.0,Working,Higher education,Single / not married,With parents,Accountants,1,23,0,0
F,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,27,7,0
F,N,Y,1,243000.0,State servant,Higher education,Separated,House / apartment,Accountants,2,46,1,0
F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,42,8,0
M,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,3,0
M,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,3,1
F,N,N,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,49,10,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,12,0
F,N,N,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,3,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,Accountants,2,33,9,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,47,7,0
M,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,44,2,0
F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,50,10,0
F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,36,5,0
F,N,N,0,337500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,Accountants,2,49,4,0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,38,10,0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,4,0
F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,Accountants,3,29,6,0
F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,Accountants,2,44,1,0
F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,Accountants,2,44,1,1
M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,Accountants,2,60,6,0
F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,36,1,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,62,40,0
F,Y,Y,0,81000.0,State servant,Higher education,Married,House / apartment,Accountants,2,30,7,0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,9,0
F,Y,Y,1,292500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,2,37,0,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,3,34,3,0
M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,35,4,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,43,4,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,45,5,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,2,0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,50,5,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,39,5,0
F,Y,N,0,450000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,15,0
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,30,11,0
M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,31,11,0
M,N,Y,0,270000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,31,0,0
M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,Accountants,2,32,4,0
F,N,N,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,49,4,0
M,Y,N,0,382500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,4,0
M,Y,Y,1,270000.0,Commercial associate,Higher education,Separated,House / apartment,Accountants,2,41,0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,23,0,0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,4,31,3,0
M,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,32,9,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,Accountants,2,50,2,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,8,0
M,N,Y,0,517500.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,29,0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,36,10,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,Accountants,2,31,8,0
F,N,Y,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,25,0,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,1,0
M,N,Y,0,360000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Accountants,2,45,7,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,33,0,0
F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,Accountants,4,27,5,1
F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,Accountants,4,27,5,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,Accountants,2,28,1,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,Rented apartment,Accountants,2,39,7,0
F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,44,7,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,3,0
M,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,5,0
M,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,Accountants,1,42,6,0
M,N,Y,0,148500.0,Working,Higher education,Separated,House / apartment,Accountants,1,33,3,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,34,6,0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,30,4,0
M,Y,Y,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,36,3,0
F,N,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,55,3,0
F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,40,7,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,2,0
M,Y,N,0,306000.0,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,2,31,4,0
F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,47,2,0
M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,27,5,0
M,Y,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,9,0
F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,Accountants,3,38,14,0
M,Y,Y,1,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,3,24,4,0
F,N,Y,0,94500.0,State servant,Higher education,Separated,House / apartment,Accountants,1,50,5,0
M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,59,15,0
F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,4,38,6,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,34,3,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,5,0
F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,40,7,0
M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,Accountants,2,51,14,0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,28,4,0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,56,35,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,33,1,0
M,N,N,0,180000.0,Working,Lower secondary,Married,Office apartment,Accountants,2,44,11,0
F,Y,N,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,44,4,0
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,0,0
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,0,1
M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,43,10,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,43,1,1
F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,43,1,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,39,0,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,4,34,1,0
M,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,3,0
F,N,N,0,27000.0,Working,Higher education,Civil marriage,House / apartment,Accountants,2,40,13,0
M,N,N,0,270000.0,Working,Higher education,Married,Rented apartment,Accountants,2,47,1,0
M,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,56,1,0
F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,Accountants,2,31,6,0
F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,Accountants,2,31,6,1
F,N,N,0,990000.0,State servant,Higher education,Married,House / apartment,Accountants,2,62,6,0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,3,44,6,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,Accountants,2,46,2,0
F,N,N,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,54,1,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,49,1,0
F,N,N,2,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,34,6,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,26,7,0
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,15,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,36,1,0
F,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,32,1,0
M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,57,32,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,12,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,12,1
M,N,N,0,117000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,22,2,1
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,54,1,0
F,N,N,0,121500.0,Working,Higher education,Married,House / apartment,Accountants,2,26,4,0
F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,Accountants,1,35,1,0
M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,Accountants,2,21,0,0
M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,50,1,0
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,0
F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,46,3,0
M,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,Accountants,1,43,8,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,6,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,6,1
M,Y,N,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,54,20,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,37,5,0
M,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,28,8,0
F,N,N,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,37,11,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,36,4,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,46,2,0
M,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,0,0
M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,38,13,0
F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,Accountants,2,46,0,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,39,5,0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,29,3,0
F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,48,28,0
F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,48,28,1
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,10,0
F,N,N,0,76500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,47,17,0
M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,19,0
F,N,N,0,76500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,53,8,0
F,Y,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,25,3,0
F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,18,0
F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,52,15,0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,Accountants,2,56,6,0
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,Accountants,2,33,0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,28,9,0
F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,34,4,0
F,Y,N,2,135000.0,State servant,Higher education,Married,House / apartment,Accountants,4,36,6,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,26,4,0
F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,Accountants,2,30,9,0
F,Y,N,0,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,45,4,0
M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,25,0
M,Y,N,0,202500.0,Working,Lower secondary,Married,Rented apartment,Accountants,2,40,2,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,20,0
F,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,27,0,0
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,22,0,0
F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,Accountants,2,49,20,0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,62,2,0
F,N,Y,1,166500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,25,2,0
F,N,Y,0,351000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,47,11,0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,0,0
F,N,N,0,292500.0,Working,Secondary / secondary special,Separated,Municipal apartment,Accountants,1,28,8,0
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,Accountants,3,31,9,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,4,37,6,0
M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,45,3,0
F,N,N,0,135000.0,Working,Lower secondary,Married,Rented apartment,Accountants,2,52,0,0
M,Y,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,24,2,0
F,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,8,0
F,Y,Y,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,41,0,0
M,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,4,43,0,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,49,25,0
M,N,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,27,0,0
M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,29,6,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,Accountants,3,32,10,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,31,3,0
M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,54,13,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,3,0
M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,34,10,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,57,3,0
F,Y,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,26,4,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,5,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,58,11,0
M,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,Accountants,1,53,2,0
M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,33,3,0
F,N,Y,2,90000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,3,37,12,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,46,4,0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,46,5,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,58,2,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,4,0
F,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,50,9,0
F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,46,2,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,2,30,2,0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,44,13,0
M,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,51,9,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,40,3,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,0
F,Y,Y,3,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,5,38,6,0
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,28,2,0
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,35,2,0
F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,Accountants,2,51,20,0
F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,37,3,0
F,Y,Y,1,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,3,30,0,0
F,N,Y,2,54000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,35,0,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,3,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,15,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,34,7,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,46,4,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,66,8,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,5,35,2,0
